Word,Frequency
igen,1729
szépen,128
még,488
kérek,123
ilyet,32
jó,903
te,439
csunya,86
vagy,145
fözel,1
neked,90
is,1371
adják,3
számoljál,15
nekem,306
neki,55
de,475
golyót,7
kék,19
ez,1409
zöld,40
van,1006
itt,1128
a,3937
sárgácska,1
sárga,20
ott,1126
milyen,65
szinü,2
na,370
már,143
többet,14
ne,722
vegyel,1
nincsen,30
kérem,311
mit,202
csinál,55
kutya,67
va,30
ugat,3
úgy,72
nem,3884
mentem,7
tôl,2
po,26
pu,10
pop,1
szeme,20
orra,4
szája,12
keze,15
lába,17
tésztát,1
és,450
levest,4
álljál,3
föl,48
állj,7
lábát,8
kis,110
micsoda,7
tedd,39
vissza,99
ô,31
elvette,48
tôlem,14
csak,328
adja,13
oda,856
kecske,3
nézz,170
ide,536
meg,561
tessék,284
sikit,5
hogy,249
kell,317
azt,290
összegörbitsd,1
legyen,7
szives,4
most,649
én,1346
oroszlán,16
figyelj,15
mert,209
az,757
sikitani,2
fog,33
jönni,10
Magdi,15
néni,421
sír,59
azért,97
valami,16
fáj,106
bajusza,8
sírjál,54
meggyógyitom,3
vigasszal,1
majd,116
füled,2
ma,91
fülecske,2
bekötöm,2
fülejét,1
bekötöttem,2
ezt,456
popsija,1
bepisilt,1
pisilt,3
be,204
rontotta,1
fülét,2
tudod,69
ollát,1
mért,43
folyott,2
náthás,2
gyógyitsad,1
aztán,42
adjad,2
játszik,5
köszönöm,59
lepisilte,1
le,181
takaró,7
szép,84
paplan,2
gyógyit,1
adom,96
folyik,8
vérzik,2
vérzett,1
gyógyult,4
beteg,34
boci,8
ennek,28
hátul,5
nézem,11
farkát,2
nincs,238
farka,11
bosi,2
betekerni,1
meggyógyult,7
betakarom,6
paplanban,1
betakarni,2
mindár,2
aludni,31
leveszik,1
éhes,4
vacsorát,1
csecsemô,6
bántsátok,1
akkor,245
beteszem,15
szabad,62
kivenni,21
kivette,1
Gyurika,1
gurissuk,2
gyele,3
lele,2
gu,9
gulisuk,1
dele,15
gurigázunk,1
levegyük,1
kérlek,5
ági,6
kösz,11
mindjárt,86
odaadom,19
forgat,1
forgato,1
látod,45
forgatom,1
adod,7
felesleges,1
guritom,4
jövök,25
lefekszik,2
alszik,57
mamár,6
má,70
menjen,6
Gabi,9
húslevest,1
evettem,1
fogsz,2
megreszelem,1
elveszem,22
másik,308
tej,7
fözni,3
betettem,3
csavárok,1
tette,3
lábast,1
vedd,45
lehet,21
tenni,19
teszem,13
ni,59
csukom,1
pálacsinta,1
sütemény,5
sóval,1
fogom,20
tölteni,2
kihúzom,1
forró,3
nagyon,39
kinyitom,3
letesze,1
gázt,4
becsukom,8
elcsavarok,1
evvel,37
játszok,15
beketeszem,1
gázba,1
beleteszem,5
bele,39
fér,15
ebbe,61
készen,2
mosogatok,4
elmostam,2
letörültem,1
kész,44
minden,12
ráteszem,1
fözök,4
ki,229
tud,26
utána,55
erre,17
csavarom,2
elzárom,2
forditva,4
se,75
eszek,8
forditsd,3
hozzám,8
leteszem,1
forditok,1
reszelek,5
eh,9
Éva,2
e,277
benne,31
semmi,27
el,183
visszatettem,6
visszateszem,11
sajt,12
vizes,14
kinek,5
kikáka,2
hasa,16
zsegitek,1
tör,2
össze,13
sajtot,1
több,4
várj,8
sok,79
né,60
nézze,1
várjal,1
várjál,9
leverted,1
kéremszépen,1
kicsit,46
kakaó,18
betenni,6
törleni,1
csinálok,51
angyalt,1
angyal,2
hol,370
reszelô,3
akarok,43
angyalkám,1
elvitte,31
malacok,4
tepsit,2
malac,5
bement,14
kórházba,5
miért,58
megfött,4
nyitni,1
ajtót,6
segitete,1
tepsi,3
reszelôt,1
enyém,78
kopogogom,1
avval,15
darálva,2
daráltam,1
magasra,12
egyszer,33
mégegyszer,5
lassan,4
földobjam,1
kacsa,16
háp,4
hap,21
kössed,3
fogjad,2
vagyok,139
kukucskál,1
lalika,1
játszunk,19
tovább,2
tudom,248
rakni,4
egyedül,13
kap,20
ebédet,6
ebéd,22
vegyük,16
megcsinálom,6
hintát,3
lót,3
szállok,3
leestél,2
leesek,4
babsz,1
bapsz,1
mókus,26
nézd,145
kössz,2
hintázzál,1
leült,1
hintázom,2
leülsz,1
elhozom,6
hintalovat,1
gyöjj,1
utánam,1
od,6
lépjél,3
sárgát,1
pirosat,5
olyan,90
feketét,18
adok,37
kéket,5
egy,507
zöldet,6
piros,32
Barna,674
bácsi,904
idetettem,1
amit,8
raktam,1
képzeld,8
nagy,186
focival,2
bumm,43
csináljunk,31
addig,24
fehéret,2
fehér,8
lödd,31
bácsit,30
falud,1
puskám,23
lölek,1
kettô,32
három,19
odanézz,34
elrontotta,11
elôrontotta,1
Petike,1
Peti,6
rossz,21
hajad,2
fekete,25
eldobom,3
eldobtam,12
hhhh,2
ilyen,81
puskát,12
ha,81
tôled,7
elvitt,11
pacsa,1
Krampusz,9
farkas,32
beledobja,1
vizbe,54
megharapta,8
mitôl,2
vagyunk,20
mi,286
megint,34
szokott,5
ugrálni,6
hátra,4
kicsi,116
elôre,4
gyerek,6
gyere,240
ugrál,7
pedig,42
erdöben,1
csináltam,11
voltak,1
nyuszikák,2
farkasok,4
kézeld,1
így,188
bekapták,1
kapta,3
salátát,5
bekaptad,2
hhhö,1
otthon,13
könyv,16
könyvem,1
meséskönyvet,1
nnnnekem,1
pici,188
ujjam,6
amikor,11
voltam,14
fájt,9
beesett,2
vv,1
bizbe,1
beleesett,4
nnnem,3
tó,5
viz,11
lattad,1
mitcsináltam,1
puszilni,1
elôször,1
megpuszilom,1
ujjad,2
rendetlen,2
megyek,91
kockázni,1
kezdtem,2
köszem,1
szépe,1
kérsz,26
szappant,5
ketten,9
kettét,1
mozgólépcsö,3
földre,3
metróval,2
hhhhj,1
akkora,2
kepzeld,1
ugráltam,2
mozgölépcsöröl,1
m,325
trolibusz,1
nnem,1
hhhé,1
aaa,13
totók,1
totó,5
szeretne,1
teteje,14
bujnna,1
papirral,1
papir,1
beledobtam,1
róka,102
tették,10
tett,2
tete,27
sírhatsz,2
vigyem,1
valód,1
meghaltak,1
visszalöjjék,1
darus,1
auto,11
szia,141
csigabiga,3
vannak,28
kák,2
szervusz,43
mmm,22
fekszik,9
mozog,3
szoritsad,5
szétszedted,1
mm,42
jaj,148
szoritsd,5
torony,24
toronyt,6
dülni,10
térded,1
köp,3
brüa,2
fiuk,1
fiu,6
jön,121
kavicsot,6
venni,13
önek,3
megrúglak,1
Ferike,2
buuu,1
elestem,14
hüm,2
á,100
ham,127
bent,28
úgyse,1
tudja,1
másszunk,2
hajolj,2
igy,28
hihihihi,2
leeste,1
tenekét,1
hüvös,1
almákat,1
kopasz,1
ebbôl,10
lesz,77
kávé,17
ebben,9
csoki,2
hozok,19
semmit,8
megvan,11
teszek,6
limonádét,1
cocacola,1
borsó,11
paprika,3
beletettem,6
cukort,2
föztem,1
leülök,4
mama,151
kézzel,5
fogni,5
takaritni,1
fogok,13
elmosogatom,1
teritek,1
törülgetek,1
pillanat,1
mosogatam,1
eltörölgetem,1
tiszták,1
nyakadba,1
kapsz,9
epert,1
törülközö,1
törülközöm,1
mosakodni,1
gyertek,2
indul,22
vonat,44
brüm,1
brüü,6
Miklóskám,1
add,96
Kati,30
néninek,8
edény,3
kislányod,1
fal,8
egészen,3
engem,23
Laci,15
köll,2
mer,10
cuki,1
cumit,6
homok,25
volt,101
nagyonszép,1
kötényet,2
kaptam,19
csokit,16
köpd,4
leszel,5
szeretem,15
edd,5
belül,1
hivják,6
nadrág,2
cipôt,5
egyet,87
elrontjuk,1
gyorsan,23
rádszór,1
szórd,3
rá,18
fogd,6
szórom,1
rád,1
hórukk,1
szeptemberbe,1
kocsid,2
fürészelt,1
eldöntöttem,2
kacska,1
koszos,5
moszost,1
takaritok,1
hihi,14
gyógyszer,1
adta,6
Délia,1
ezzel,34
karddal,2
ajjaj,23
roentgent,4
busz,7
mentö,3
elment,62
pupu,4
puu,1
uuuu,2
döl,2
uuu,2
eldölt,4
megkalapállak,1
pupát,1
kalapálom,1
tied,16
csináltunk,2
naaaa,1
itthon,5
leölek,1
romlott,5
megcsináltam,7
poty,3
boty,2
Viktor,7
szerv,1
szer,3
lapát,12
tele,6
tsu,9
csinálj,12
hu,39
puska,11
seprô,1
prr,5
elesett,5
katona,19
kalapálnom,1
lábomat,9
megkalapáltam,1
húú,3
tudtam,4
megcsinálni,2
Fakudi,1
elmegyünk,4
térre,2
elvinni,2
ekmegyünk,1
menjünk,64
böböbö,2
elverted,1
béliát,1
azzal,9
söprüvel,1
ráültem,1
puskámra,1
tudok,98
elcsúsztam,1
tetet,1
brrrr,7
brunn,1
bram,1
brumban,1
gombóc,1
szilvás,2
cukorkát,1
cseresznyét,1
vettem,7
köt,6
gombócot,3
homokot,25
teszünk,4
elôbb,7
fel,18
állitani,1
fölállt,1
hjaj,1
nehezen,8
megy,115
hordani,1
cukor,3
tyele,1
menjél,12
op,1
betyárját,1
betyárja,1
betyár,1
betyára,1
betyárosz,3
visszük,9
viszek,1
emelgetjük,1
mégis,6
hát,437
elég,11
sokat,16
kocsiját,1
vinni,2
saláta,4
ajajaj,1
iszzük,1
adunk,2
bottal,5
kötlek,1
tudsz,6
megmozdulni,1
megkötellek,1
mozdulj,1
hadd,41
nézzem,28
hamm,12
bekaptam,2
nyelvedet,1
szúr,4
kötsz,1
Faludi,18
g,8
vigyük,2
emeljük,3
úgye,17
nehéz,5
Bélia,1
kivesszük,5
csináljál,16
nagyot,31
hógolyó,2
hógolyót,3
ahm,7
lehül,1
kidobjam,1
kidobom,3
mak,6
tévé,10
kapcsolt,1
nézed,3
tévét,3
lelölek,1
mész,24
arra,16
jössz,26
kaviccsal,2
legalább,1
bezárva,1
ban,4
zsebembe,8
zsebbe,1
homokos,2
Ica,7
áá,2
tetszett,1
finomat,1
eperszörp,1
pan,11
almaszörp,1
tetszerem,1
ezezezt,1
tetszeremezt,1
Délika,1
pem,3
uh,9
estem,4
kucs,1
kucskucs,1
elmegyek,8
Mici,4
jól,31
játszottam,2
játszótéren,2
hintáztam,2
Lacival,4
akinél,1
Frédi,2
Frédivel,2
játszottunk,1
aszija,1
ugatott,1
Dunára,2
mamikával,1
taxival,2
tavasszal,1
sárika,1
Andi,47
mindig,17
mér,6
bujtál,1
guriga,2
sakarikák,1
át,9
fején,1
Miklós,8
dobd,6
fuj,2
mind,8
egészet,4
bü,2
brü,4
innen,25
Mikloty,3
lenszki,1
manci,3
hi,25
akarja,1
adni,4
veled,3
jujj,1
szeretnék,14
babát,47
fésülni,2
adjál,10
fésüt,4
dobta,4
kitörött,1
Tünde,41
törte,2
epret,1
Jánost,1
aranyos,13
nénit,6
másikat,73
sziasztok,5
fáradt,1
paci,8
feje,14
emeld,3
fejedet,2
épitünk,17
házat,24
mókusnak,1
rókának,2
eb,1
tudjon,1
menni,29
rámegy,1
Misi,8
halacskát,61
kapod,1
csöngöje,2
csöngöjét,1
nyomd,2
szállnak,1
csiling,3
csilingetni,1
brr,28
megáll,3
nyikor,1
kocsi,30
akarom,17
nézni,7
ap,24
lefelé,3
rókus,3
ku,10
megfogom,7
eeeeee,2
lesepertem,1
csináljuk,7
szoktam,3
kelenci,1
tóba,2
Balagonra,1
la,4
balagojára,1
essél,2
mondd,7
bácsinak,29
ôt,25
nesze,3
versz,1
puff,17
Barnát,3
kötem,1
aa,8
villamososn,2
villamos,5
szék,62
indulunk,3
ajaj,8
teherautó,8
keleti,1
pályán,1
eltette,3
teszel,2
paff,8
dudába,1
ment,31
eee,4
hihihi,6
hess,4
megütöttem,2
kezedet,3
sírsz,3
ellökte,1
mutatom,8
mennek,32
jönnek,14
bogár,58
próbálni,1
adsz,2
borsót,1
fözzek,1
adj,4
papucsot,12
rám,2
Domi,12
csináld,16
brruuu,1
leültem,2
fálmos,1
picikét,12
teszed,2
levelek,1
virágok,6
vonatot,20
mafláskodik,1
János,12
metro,9
mozgólepcsö,1
földalattin,1
szépet,1
raktár,1
télapó,1
hagyjad,4
emberek,1
utaznak,1
hidat,6
átjön,1
kimegy,6
kiment,7
gépból,1
kijött,16
képek,1
halacska,73
elrontottam,4
halat,15
délelôtt,1
Gábor,10
Béla,6
kimentünk,1
konyhába,2
játék,11
idenézz,5
almát,5
ettem,6
kutyát,10
mókusot,1
mókust,2
macit,10
lépcsöt,1
csinálunk,14
dio,3
orram,1
hazasiet,2
szobában,4
motro,1
haza,11
hova,84
csinálsz,26
segitettem,1
kijönni,5
bemegy,3
o,175
marad,8
sose,2
zárjuk,2
csináltál,12
csináljam,1
benézett,1
mókuska,6
felborult,3
bezárjuk,1
mehet,2
visszament,1
bedugom,3
bedugtam,1
odadod,3
elveszi,37
hozzad,4
farkast,1
bácsié,14
egye,3
elkérjem,1
kimegyek,7
halacskámat,8
dugjad,1
földugjunk,1
eltettem,3
Jánoska,1
begyük,1
kapcsold,7
kiveszem,10
székem,3
Dini,10
összekoszoltam,1
egyszeg,1
összekoszolom,1
tesszük,3
akvárium,1
biciklizek,3
elromlott,27
kereke,4
szretnék,1
biciklizni,2
megcsináltad,2
megkapom,1
biciklit,6
forog,4
kapom,11
ülj,26
lökjél,1
ellök,1
elôvette,1
piszkálod,2
bemenni,6
úgyis,1
melegen,1
melegem,2
gyürd,1
odamegyek,4
nénihez,5
leveszi,3
aznem,1
levenni,4
kötve,2
kislány,7
dedós,2
anyu,274
halló,36
Tomi,8
Tomika,3
sirjál,3
bölcsiben,3
hallom,2
Lacika,3
mamika,7
bölcsibe,4
Viola,16
pisilni,14
pisiltem,3
megcsinálják,3
telefont,2
csimbumm,4
cirkusz,4
menj,31
csend,2
nyelv,1
nyelve,2
siet,2
madár,10
Mari,1
telefonálok,12
anyuci,63
anya,113
Tomikát,2
hivd,1
olyat,14
Tomikám,1
hóember,4
motort,8
pancsát,2
rontsa,2
hjje,1
elrontja,1
hjjé,1
szét,29
két,20
számold,1
elvettem,20
egyik,26
pöpöpe,1
papapa,1
utcán,1
kint,20
kockát,26
szemét,4
prrf,1
amibe,1
zsákica,1
lekapcsolta,1
villanyt,2
szemembe,1
sötét,7
sirtam,1
kapd,2
Rakja,1
pepe,2
szoritsam,2
beleejtettem,1
eltünt,1
cica,44
odatedd,1
mérges,6
hasad,2
egyél,4
odaaduk,1
zsizsi,1
jársz,1
repülôgéppel,3
jártam,2
picuri,1
bibis,9
ördög,4
dühöng,1
elefánt,7
megrugott,1
visszarugtam,1
lábommal,1
pofont,1
adtam,9
felvettem,1
harap,3
hid,4
mmmmostan,1
ezen,7
átmegy,2
szétromlott,1
ezeköt,1
jaaj,2
hidon,3
átjönni,1
szegény,5
eldül,3
hhjé,1
szétszedek,1
szétszedjük,1
szedve,1
papa,24
törpe,26
bumtatát,1
bumtata,2
leesett,8
mumtata,7
mintete,1
szétszedünk,2
tudodm,1
tatamutata,1
andavi,1
tetemumtata,1
kisfiam,1
tititam,1
hozzá,6
dobtam,5
pe,5
házik,2
kivel,1
Dinivel,1
ige,58
visszaküldted,1
Pete,1
mondom,3
jóóóó,3
kutyacskát,1
tegyenm,1
vár,5
láttad,3
leborult,1
énnj,1
úú,4
ffffogd,1
dönt,1
döntsed,2
hatalmas,2
erôs,5
remeg,1
dült,1
szétszeded,1
azta,2
házikót,11
nekd,1
mikor,10
lehetlak,1
najd,1
vacsorázni,1
foglak,1
lelöni,1
forditsad,1
fogta,1
ideülök,4
helyére,1
helyedre,1
szobor,2
azután,17
mejd,1
nyissuk,4
epi,2
Gyurikáé,1
Gyuri,4
korona,1
verekedj,1
verekszik,2
megnézem,26
énnekem,9
vegyél,7
apu,52
mingyár,10
odaadod,9
maci,110
hintázni,5
figyeld,7
ná,4
zsebemben,3
csipogó,1
csipog,1
Géka,3
béka,12
giga,2
gigagiga,1
bicakika,1
verekekekekeke,1
mutatni,1
bikalát,1
bika,2
hozom,25
hivlak,1
ölembe,5
kötényt,8
elesni,1
asztán,3
lehasálni,1
piszkos,41
hintázunk,1
subája,1
so,11
hallgatö,1
hiába,5
mondta,17
bumboli,1
háztól,2
messze,10
játszani,14
ahova,1
jár,2
hallgatolsz,1
számoljunk,5
számolunk,7
dere,22
veszed,8
megmondom,5
husz,1
megkukkolta,2
húsz,2
nézzetek,2
milyet,1
hat,14
nyolc,11
öt,25
ali,7
csinálni,12
Cornell,1
dugd,1
cumidat,1
meglátja,1
cumi,27
bizony,17
rontod,5
rontom,1
kezemet,6
azér,6
inni,10
igyál,1
megittad,2
tea,5
kakaót,3
készitek,5
befér,2
ehö,2
nektek,1
kevés,2
rak,10
rakom,3
csinálom,8
szóljál,1
ittad,2
megiszom,1
megigyam,1
mámár,1
teát,10
teja,5
ninini,1
belefél,3
füzni,5
engedi,2
Gyuli,1
segitsél,8
belakni,1
Gyurihoz,1
mamikámnak,1
segitek,5
anyukámnak,2
mamikám,1
mamikának,1
anyucival,3
Andim,2
Eva,1
telefona,1
telefonáljál,3
amig,1
itten,26
vegyétek,1
számolok,1
é,40
eldobta,6
cicát,7
megeszi,18
fért,1
cicak,2
hagyál,1
megnézzem,2
tássék,1
rók,1
vadok,13
gogo,1
fölülünk,1
négy,25
haat,1
nyágyon,1
nyá,2
nyáhozba,1
járok,1
dolgozni,5
hét,7
öleg,1
skatulyus,1
valakit,1
megkeresek,1
számolják,2
for,1
nad,22
hanem,9
kilenc,6
ülsz,5
ba,168
felülök,1
mingyárt,1
asztalo,1
köszi,4
hálom,2
óh,2
számolja,1
számol,2
elvetted,1
ménj,1
onnan,6
betakarta,1
bácsika,11
autót,43
darusautót,1
fésüljetek,1
jösz,6
haj,1
csukd,15
szemed,2
hékás,3
láttalak,1
pókós,1
moklás,1
mokmás,1
bácsitól,4
tiz,2
órakor,1
neyém,1
szebb,2
Miklósom,1
pokát,1
karkötö,6
karköte,1
karkötem,3
elkaptam,1
jéget,3
dobott,3
bekeptam,1
odaadtam,3
jég,4
hasam,2
bummagong,1
bambamba,2
bamba,1
bambamkba,1
tshiu,1
tshio,1
gyögyö,2
Barta,6
mácska,1
pupf,1
ppp,1
csunika,2
kidobtál,1
gyöngy,2
katál,1
kaszálja,1
aztat,4
prü,2
ugrálj,2
férek,2
ülni,17
hozd,9
túndinek,1
Tündinek,2
öneki,2
csinakorokanyaméke,1
koha,1
poha,1
nedem,1
megö,1
meke,2
make,5
mek,9
en,9
sütöttem,2
lalo,2
fagyi,3
fagylalt,7
nyalni,1
lerugtam,1
elesel,1
elestél,1
jók,1
rendör,3
ittam,4
fagyit,11
bejön,15
kukucs,10
kukucskáltam,1
ablakban,1
elmegy,12
karkötöd,2
tutututu,1
blöblönlö,1
brim,1
brumm,25
brum,41
brummmm,1
reggelt,3
kosár,2
autó,101
elrontod,1
tei,6
garázsot,1
állni,1
garázsba,4
ho,31
hö,8
töm,2
garázs,1
megcsinálja,1
hány,3
óra,5
elteszi,1
pum,4
prum,1
pra,2
madacs,1
büdágy,1
todod,1
esik,11
esö,1
csöpörög,1
Jancsi,1
nyöszörög,1
anyja,1
hasra,1
orr,2
votl,1
jaa,1
Müller,1
tiszta,10
kezem,15
letörülöm,1
törölgetöm,1
töröl,3
Enikö,7
msot,1
talics,1
talicska,12
baba,506
fübe,9
dörzsöltem,1
csúnya,12
kezünket,1
dörzsölöm,1
semmivel,2
lapáttal,7
visszatesszük,2
visszatettük,1
rontottad,1
csinálod,3
onnét,1
jött,31
öszegyürödött,1
tapogatni,1
dobra,1
otta,10
eldobok,1
dobod,1
öntöd,1
félj,3
fogod,2
csunyát,1
szedünk,1
csin,6
fájni,2
fe,3
épitsük,2
bácsihoz,11
megyünk,55
megépitsük,1
pöm,4
gyoprsan,1
látja,2
megcsipt,1
Tündér,1
lova,1
lapátot,4
enim,1
rátesszük,1
alagut,1
házam,2
nagymama,5
epitünk,1
Tündi,20
kapott,2
nagyanyuci,1
kér,56
hoztam,13
pákát,1
Katika,7
elôtt,3
hogyha,5
holnap,16
juj,16
innivalót,2
valót,1
hagyjatok,1
helyet,2
innivalóm,1
úlni,2
namama,1
jöttettem,1
szállj,9
Domikám,1
kislányom,5
meleg,18
ennivalót,3
várjatok,1
kaptok,2
akasztál,1
látsz,3
máris,1
indulás,5
eeeh,1
huuuu,1
nézzük,17
máshova,3
alagutba,1
tütütü,4
tüt,6
zárt,2
tütü,28
végállomás,1
leszállás,1
szállunk,3
kiszállunk,1
tehérauto,6
karkötöm,2
beszállás,1
kanalad,1
kanál,4
nics,3
csiáljunk,1
elgurultunk,1
elgurult,3
esett,7
huu,3
vonatról,2
nagyott,1
látom,18
zászlót,1
rontsuk,1
egyed,1
levélt,1
rek,1
órát,1
asztalnál,1
lenni,4
nom,1
csókot,1
kehet,2
homokba,8
tologassuk,1
rajta,23
ja,36
pancsizni,2
indulhat,1
brezum,1
toljál,2
velem,2
vele,7
Kornélka,1
lelöksz,2
brummm,2
Majakovszkij,1
utcába,1
odamegy,3
üljek,2
édesapuká,2
iii,6
csüccs,15
hátam,4
mögött,4
leszünk,1
gye,1
autóba,6
ülünk,6
mihozzánk,1
levetted,1
mackó,6
feküdj,15
Feri,1
lánc,4
jaja,3
tegyük,6
ülök,9
csinos,2
nagyanyám,1
kiabált,1
összerakjuk,2
akarod,2
odaadni,2
üljünk,10
beljebb,2
beakad,1
mán,3
kity,1
köty,3
mosz,3
eltepte,5
brrr,51
száját,5
megütötte,2
kiszállok,1
bekepcsolva,1
megáztunk,1
fekve,1
mellettem,2
feküdt,1
édesanyukámnak,1
kérd,1
hm,1505
küld,1
vezetô,8
adott,1
akarsz,9
ideülni,1
szétjött,1
légy,4
bontsad,1
elnegy,1
órám,1
kolcoltad,1
ösze,1
hajadat,1
nézel,3
melyik,22
verekedek,2
szeret,1
bakakiltál,1
kakiltál,1
szagod,1
öledbe,2
mutató,1
bevertem,2
fejemet,1
kitört,2
csöm,3
tam,1
